,0
38,"[[ 0.000000e+00  0.000000e+00 -1.051484e+00 ...  1.235184e+01
  -3.928412e+00  1.384766e+00]
 [ 1.000000e+00  1.000000e-02 -3.521242e-01 ...  1.266663e+01
  -3.140063e+00  2.125549e-01]
 [ 2.000000e+00  2.000000e-02 -1.062260e-01 ...  1.233412e+01
  -2.611530e+00 -9.478073e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.158247e+01 ... -2.898317e+00
   3.245935e+00  3.216972e+00]
 [ 9.400000e+01  9.400000e-01 -8.219819e+00 ... -5.969030e+00
  -1.712027e+00  3.640633e+00]
 [ 9.500000e+01  9.500000e-01 -3.303330e+00 ... -1.166284e+00
   3.320487e+00  4.005096e+00]]"
39,"[[ 0.000000e+00  0.000000e+00 -4.744482e+00 ...  5.812340e-01
   6.562375e+00 -1.303055e+01]
 [ 1.000000e+00  1.000000e-02 -6.024572e+00 ... -1.287742e+00
   6.461492e+00 -1.382945e+01]
 [ 2.000000e+00  2.000000e-02 -5.551753e+00 ... -1.148290e+00
   9.504714e+00 -1.451297e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -3.538924e+00 ...  3.804470e+00
  -4.599607e+00  3.704155e+00]
 [ 9.400000e+01  9.400000e-01 -3.552748e+00 ... -8.763332e-01
  -2.261786e+00  2.090881e+00]
 [ 9.500000e+01  9.500000e-01 -3.386126e+00 ... -3.081052e+00
  -1.290422e+00  1.012672e+00]]"
40,"[[ 0.000000e+00  0.000000e+00  4.718820e+00 ...  5.129534e+00
  -1.439131e+00 -1.463448e+01]
 [ 1.000000e+00  1.000000e-02  4.861876e+00 ...  3.852560e+00
  -2.983130e+00 -1.546667e+01]
 [ 2.000000e+00  2.000000e-02  4.930926e+00 ... -1.100684e+00
  -2.056748e+00 -1.257490e+01]
 ...
 [ 9.300000e+01  9.300000e-01  5.441231e+00 ... -2.084947e+00
   1.496592e+00  2.103645e+00]
 [ 9.400000e+01  9.400000e-01  1.970888e+00 ... -1.102943e+00
   4.734128e+00  1.986183e+00]
 [ 9.500000e+01  9.500000e-01 -2.632824e+00 ...  4.922981e+00
   2.728127e+00  2.621674e+00]]"
41,"[[ 0.000000e+00  0.000000e+00  6.084880e+00 ... -1.442490e+00
  -3.097173e+00 -1.862152e+00]
 [ 1.000000e+00  1.000000e-02  5.975782e+00 ... -3.667635e+00
  -2.095355e-01 -1.685303e+00]
 [ 2.000000e+00  2.000000e-02  4.623374e+00 ... -2.979567e+00
  -5.224682e-01 -2.572632e+00]
 ...
 [ 9.300000e+01  9.300000e-01  8.476028e-01 ...  4.389476e+00
  -8.476496e-03 -1.567432e+01]
 [ 9.400000e+01  9.400000e-01 -9.767380e-01 ...  5.341055e+00
  -8.835480e-01 -1.743613e+01]
 [ 9.500000e+01  9.500000e-01 -2.333241e+00 ...  4.842565e+00
   4.632683e-01 -1.834330e+01]]"
42,"[[ 0.000000e+00  0.000000e+00  2.437453e-01 ...  4.642437e+00
   4.637578e+00  3.501442e+00]
 [ 1.000000e+00  1.000000e-02  5.404506e-01 ...  7.188387e+00
  -5.858493e-02  2.396156e+00]
 [ 2.000000e+00  2.000000e-02 -1.330201e+00 ...  6.568988e+00
  -1.784355e+00  1.813423e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.095551e+01 ... -1.158598e+01
  -2.381270e-01 -4.299782e+00]
 [ 9.400000e+01  9.400000e-01  1.176903e+01 ... -1.059902e+01
   1.916096e+00 -4.725273e+00]
 [ 9.500000e+01  9.500000e-01  1.227864e+01 ... -8.129004e+00
   2.581253e-01 -5.948318e+00]]"
43,"[[ 0.000000e+00  0.000000e+00 -2.452316e+00 ...  7.261893e+00
   2.446964e+00 -1.746018e+01]
 [ 1.000000e+00  1.000000e-02 -6.610195e+00 ...  9.542222e+00
   4.867849e+00 -1.288546e+01]
 [ 2.000000e+00  2.000000e-02 -1.011852e+01 ...  1.138325e+01
   6.311640e+00 -8.716103e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -4.975044e+00 ...  9.260798e-02
   2.259523e+00  3.986992e+00]
 [ 9.400000e+01  9.400000e-01 -1.014808e+01 ... -2.296782e-01
  -2.919091e+00  7.652435e-01]
 [ 9.500000e+01  9.500000e-01 -1.403991e+01 ...  5.885372e-01
  -2.125187e-01 -8.486710e-01]]"
44,"[[ 0.000000e+00  0.000000e+00 -1.328776e+01 ...  9.726864e+00
   1.566320e+00 -2.591553e-01]
 [ 1.000000e+00  1.000000e-02 -1.428416e+01 ...  1.096607e+01
   3.323147e+00 -2.956467e-01]
 [ 2.000000e+00  2.000000e-02 -1.459701e+01 ...  9.246804e+00
   4.360916e+00 -8.742294e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -4.678578e+00 ... -1.022035e+01
  -1.811685e+00  2.193886e+00]
 [ 9.400000e+01  9.400000e-01 -5.922482e+00 ... -1.267227e+01
  -1.507398e+00  1.824135e+00]
 [ 9.500000e+01  9.500000e-01 -5.454440e+00 ... -1.391379e+01
  -9.076838e-01  1.726189e+00]]"
45,"[[ 0.000000e+00  0.000000e+00 -1.620783e-01 ...  6.280843e+00
   1.636851e+00  1.316892e+01]
 [ 1.000000e+00  1.000000e-02  4.152735e+00 ...  7.482172e+00
   2.632940e+00  1.330755e+01]
 [ 2.000000e+00  2.000000e-02  5.855552e+00 ...  5.722167e+00
   4.704039e+00  1.249828e+01]
 ...
 [ 9.300000e+01  9.300000e-01  2.085054e+00 ... -1.443434e-02
   1.084816e+01 -9.341270e+00]
 [ 9.400000e+01  9.400000e-01  4.661916e+00 ... -4.797475e+00
   2.354354e+00  1.207962e-01]
 [ 9.500000e+01  9.500000e-01  4.607364e+00 ... -5.036636e+00
   7.353067e-01  6.414673e+00]]"
46,"[[ 0.000000e+00  0.000000e+00  6.661033e+00 ... -6.724758e-01
   1.791028e+00  1.417404e+00]
 [ 1.000000e+00  1.000000e-02  4.131720e+00 ... -4.278030e+00
  -2.178066e-01  2.615723e+00]
 [ 2.000000e+00  2.000000e-02  1.253714e+00 ... -7.619559e+00
  -3.040883e+00  3.478226e+00]
 ...
 [ 9.300000e+01  9.300000e-01  8.714726e+00 ... -1.195694e+01
   1.285649e+00 -2.946877e+00]
 [ 9.400000e+01  9.400000e-01  7.583005e+00 ... -1.443673e+01
   3.250826e+00 -2.014465e+00]
 [ 9.500000e+01  9.500000e-01  5.998382e+00 ... -1.258051e+01
   6.674014e+00 -5.175323e-01]]"
47,"[[ 0.000000e+00  0.000000e+00  1.114721e+01 ... -2.577347e+00
   9.757239e+00 -1.036663e+01]
 [ 1.000000e+00  1.000000e-02  1.106084e+01 ... -4.084128e+00
   9.106483e+00 -8.829575e+00]
 [ 2.000000e+00  2.000000e-02  1.056333e+01 ... -5.991210e+00
  -8.231856e-01 -3.410057e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.790307e+01 ...  1.748624e-01
  -2.047369e+00  3.382317e+00]
 [ 9.400000e+01  9.400000e-01 -1.278912e+01 ... -3.612490e-01
  -3.531222e+00  2.303513e+00]
 [ 9.500000e+01  9.500000e-01 -7.359464e+00 ...  5.053272e-01
  -3.832612e+00  2.023315e-02]]"
48,"[[ 0.000000e+00  0.000000e+00  4.695041e+00 ...  5.971460e-01
   9.796607e+00  4.739731e+00]
 [ 1.000000e+00  1.000000e-02  3.504906e+00 ... -2.994177e+00
   1.358754e+01  2.235710e+00]
 [ 2.000000e+00  2.000000e-02  4.690784e+00 ... -2.215679e+00
   1.500595e+01  1.683121e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.007251e+00 ... -1.791659e+00
  -1.870189e+00  2.309395e+00]
 [ 9.400000e+01  9.400000e-01 -1.357903e+00 ... -1.319397e+00
  -1.837470e+00  1.762772e+00]
 [ 9.500000e+01  9.500000e-01 -2.075479e+00 ... -1.664185e+00
  -4.524192e+00  1.181206e+00]]"
49,"[[ 0.000000e+00  0.000000e+00  4.181525e+00 ... -2.039437e+00
  -6.839001e+00 -9.455284e+00]
 [ 1.000000e+00  1.000000e-02  5.222267e+00 ... -2.570117e+00
  -5.566409e+00 -1.305700e+01]
 [ 2.000000e+00  2.000000e-02  5.046532e+00 ...  2.553855e+00
  -2.564011e+00 -1.650454e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -3.347218e+00 ... -2.384501e+00
  -4.403290e+00 -1.959686e-01]
 [ 9.400000e+01  9.400000e-01 -2.238559e+00 ... -5.387156e+00
  -1.819756e+00 -1.202766e+00]
 [ 9.500000e+01  9.500000e-01  4.169941e-02 ... -9.191782e+00
   7.988539e-01 -2.515457e+00]]"
50,"[[ 0.000000e+00  0.000000e+00 -9.514155e-01 ... -4.562146e+00
  -1.438513e+00  6.613914e+00]
 [ 1.000000e+00  1.000000e-02  3.065796e-01 ... -5.343917e+00
  -2.143320e+00  6.171066e+00]
 [ 2.000000e+00  2.000000e-02  1.007562e+00 ... -3.588832e+00
  -2.837414e+00  5.275696e+00]
 ...
 [ 9.300000e+01  9.300000e-01  5.741578e+00 ... -6.701863e+00
   9.079770e+00 -2.339287e+00]
 [ 9.400000e+01  9.400000e-01  5.928041e+00 ... -3.108562e+00
   9.776628e+00 -2.328156e+00]
 [ 9.500000e+01  9.500000e-01  3.039304e+00 ... -6.770134e-03
   7.724250e+00 -5.821686e-01]]"
51,"[[ 0.000000e+00  0.000000e+00  5.762337e+00 ...  9.232324e+00
   3.077238e+00 -1.061796e+01]
 [ 1.000000e+00  1.000000e-02  7.488476e+00 ...  8.070308e+00
  -5.692005e-03 -1.018353e+01]
 [ 2.000000e+00  2.000000e-02  8.651897e+00 ...  1.042201e+01
  -3.447006e+00 -8.541283e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.677982e+01 ...  4.159437e+00
   3.392273e+00 -2.103485e+00]
 [ 9.400000e+01  9.400000e-01 -1.902822e+01 ...  6.584856e+00
   7.749131e+00 -3.084221e+00]
 [ 9.500000e+01  9.500000e-01 -1.670638e+01 ...  7.092457e+00
   8.163814e+00 -1.946732e+00]]"
52,"[[ 0.000000e+00  0.000000e+00  3.712303e+00 ... -3.159204e+00
   1.641845e+00 -3.647156e+00]
 [ 1.000000e+00  1.000000e-02  1.184079e+00 ... -4.848180e+00
   1.772276e+00 -1.917732e+00]
 [ 2.000000e+00  2.000000e-02  9.547639e-01 ... -3.957700e+00
   2.417444e+00 -1.491356e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -4.938350e-01 ... -4.840257e+00
   3.750549e+00  6.372894e+00]
 [ 9.400000e+01  9.400000e-01  1.277340e+00 ... -7.366549e+00
   8.486298e-01  5.395119e+00]
 [ 9.500000e+01  9.500000e-01  2.668604e+00 ... -1.008914e+01
  -1.525991e+00  3.061867e+00]]"
53,"[[ 0.000000e+00  0.000000e+00 -2.398985e+00 ...  4.445226e+00
   1.035890e+01 -1.816980e+01]
 [ 1.000000e+00  1.000000e-02 -1.987803e+00 ... -7.188392e-01
   7.048147e+00 -1.791204e+01]
 [ 2.000000e+00  2.000000e-02 -2.278189e+00 ... -4.743633e-01
   6.240072e+00 -1.770110e+01]
 ...
 [ 9.300000e+01  9.300000e-01  7.895285e+00 ... -1.213113e+01
  -4.267699e+00  5.417862e-01]
 [ 9.400000e+01  9.400000e-01  8.527186e+00 ... -9.668043e+00
  -2.396274e+00 -1.111603e-01]
 [ 9.500000e+01  9.500000e-01  8.639486e+00 ... -1.051965e+01
  -1.018315e+00 -3.570938e-01]]"
54,"[[ 0.000000e+00  0.000000e+00 -2.179383e+01 ...  9.080564e+00
   7.783292e+00 -9.081696e+00]
 [ 1.000000e+00  1.000000e-02 -2.130632e+01 ...  9.805852e+00
   4.973454e+00 -7.767914e+00]
 [ 2.000000e+00  2.000000e-02 -2.281347e+01 ...  1.013608e+01
   3.040776e+00 -7.544487e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -5.653896e-01 ... -1.108329e+00
  -8.012402e-01 -2.993111e+00]
 [ 9.400000e+01  9.400000e-01 -7.624644e+00 ... -2.231564e+00
  -7.674577e-01 -2.714256e+00]
 [ 9.500000e+01  9.500000e-01 -1.436785e+01 ... -3.680043e+00
  -6.912920e-01 -3.090431e+00]]"
55,"[[ 0.000000e+00  0.000000e+00  3.253304e+00 ...  3.989482e+00
  -4.683852e+00 -1.002608e+01]
 [ 1.000000e+00  1.000000e-02  3.167443e+00 ...  1.450900e+00
  -1.385403e+00 -8.634315e+00]
 [ 2.000000e+00  2.000000e-02  5.681998e+00 ... -6.184453e+00
  -1.878392e+00 -3.221085e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.048882e+01 ...  4.882465e+00
  -2.125535e+00 -1.015235e+01]
 [ 9.400000e+01  9.400000e-01 -1.220254e+01 ...  6.634707e+00
  -8.790960e-01 -8.622452e+00]
 [ 9.500000e+01  9.500000e-01 -1.333639e+01 ...  8.337974e+00
   1.088227e+00 -7.396301e+00]]"
56,"[[ 0.000000e+00  0.000000e+00 -3.017996e+00 ... -1.476343e+01
   5.758942e-01  4.619904e-01]
 [ 1.000000e+00  1.000000e-02 -2.229435e+00 ... -1.127878e+01
   1.748780e+00 -2.138062e-01]
 [ 2.000000e+00  2.000000e-02 -3.949459e+00 ... -7.829173e+00
  -3.682042e+00  1.620941e-01]
 ...
 [ 9.300000e+01  9.300000e-01  4.865791e+00 ...  2.684727e-01
  -7.141763e+00 -6.499443e+00]
 [ 9.400000e+01  9.400000e-01  2.387334e+00 ...  2.351842e+00
  -5.355711e+00 -7.904861e+00]
 [ 9.500000e+01  9.500000e-01  3.360656e+00 ...  2.576573e+00
  -2.058232e+00 -9.863380e+00]]"
57,"[[ 0.000000e+00  0.000000e+00 -3.508790e+00 ... -1.423511e+00
  -4.312910e+00  2.752609e-01]
 [ 1.000000e+00  1.000000e-02 -7.478658e+00 ... -5.248613e+00
  -6.364512e+00  2.465179e+00]
 [ 2.000000e+00  2.000000e-02 -1.075396e+01 ... -3.767806e+00
  -9.497838e+00  4.200668e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.444239e+01 ... -5.925601e+00
   1.207628e+01 -4.242928e+00]
 [ 9.400000e+01  9.400000e-01  1.633256e+01 ... -1.121937e+00
   1.369508e+01 -4.994026e+00]
 [ 9.500000e+01  9.500000e-01  1.702356e+01 ...  5.726290e+00
   1.362187e+01 -7.068497e+00]]"
58,"[[ 0.000000e+00  0.000000e+00  1.164886e+01 ... -9.788482e+00
   5.062766e-01 -1.240620e+01]
 [ 1.000000e+00  1.000000e-02  1.161096e+01 ... -7.293862e+00
   6.806352e-01 -1.244019e+01]
 [ 2.000000e+00  2.000000e-02  1.181063e+01 ... -4.654452e+00
   3.049188e+00 -1.306015e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -2.985380e+00 ...  6.346462e+00
   4.833491e-01  1.511276e+00]
 [ 9.400000e+01  9.400000e-01 -2.975035e+00 ...  4.624567e+00
   2.355338e+00 -2.255173e-01]
 [ 9.500000e+01  9.500000e-01 -1.939100e+00 ...  4.384048e+00
   5.347952e+00 -1.489250e+00]]"
59,"[[ 0.000000e+00  0.000000e+00  4.265729e+00 ...  6.267719e+00
   8.178541e+00 -1.716730e+01]
 [ 1.000000e+00  1.000000e-02  4.341313e+00 ...  6.049110e+00
   4.446960e+00 -1.360271e+01]
 [ 2.000000e+00  2.000000e-02  2.022664e+00 ...  4.549985e+00
   3.124571e+00 -1.103368e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.318694e+01 ...  2.893233e+00
  -2.093527e-01 -4.844360e+00]
 [ 9.400000e+01  9.400000e-01 -1.180729e+01 ...  1.508619e+00
  -2.438513e+00 -6.238373e+00]
 [ 9.500000e+01  9.500000e-01 -1.007081e+01 ...  5.209223e+00
  -3.542252e+00 -7.110420e+00]]"
60,"[[ 0.000000e+00  0.000000e+00 -8.726730e+00 ...  7.499439e+00
   9.201216e-01 -8.510696e+00]
 [ 1.000000e+00  1.000000e-02 -9.402927e+00 ...  5.067232e+00
  -5.662010e-01 -7.151932e+00]
 [ 2.000000e+00  2.000000e-02 -8.772797e+00 ...  2.994667e+00
  -1.742231e+00 -5.742538e+00]
 ...
 [ 9.300000e+01  9.300000e-01  9.642527e+00 ... -1.320891e-01
  -3.757624e+00  2.136681e+00]
 [ 9.400000e+01  9.400000e-01  1.219015e+01 ... -1.329686e+00
  -6.368607e+00 -1.470146e+00]
 [ 9.500000e+01  9.500000e-01  9.413521e+00 ...  4.621158e+00
  -9.636657e+00 -3.072258e+00]]"
61,"[[ 0.000000e+00  0.000000e+00 -8.487948e+00 ... -8.241005e-01
  -8.850318e+00 -2.578491e+00]
 [ 1.000000e+00  1.000000e-02 -1.122283e+01 ... -3.348329e+00
  -8.198386e+00 -2.819969e+00]
 [ 2.000000e+00  2.000000e-02 -9.885022e+00 ...  4.716873e-01
  -3.436035e+00 -1.228798e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.041827e+00 ... -3.504382e+00
  -1.041875e+01 -6.412773e+00]
 [ 9.400000e+01  9.400000e-01 -4.284536e+00 ...  7.078323e-01
  -1.176794e+00 -3.683914e+00]
 [ 9.500000e+01  9.500000e-01 -3.332857e+00 ... -8.672161e-01
   5.493702e-01  1.020699e+00]]"
62,"[[ 0.000000e+00  0.000000e+00  8.330404e+00 ... -1.015105e+00
   1.190938e+00 -1.581157e+01]
 [ 1.000000e+00  1.000000e-02  9.058510e+00 ... -1.352215e-01
   2.609539e-02 -1.218493e+01]
 [ 2.000000e+00  2.000000e-02  9.824705e+00 ... -2.427855e-01
  -8.792704e-02 -8.186722e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -3.781496e+00 ...  7.623773e-01
   4.933127e+00  1.149382e+01]
 [ 9.400000e+01  9.400000e-01 -3.731773e+00 ...  1.462762e+00
   3.972086e+00  1.100957e+01]
 [ 9.500000e+01  9.500000e-01 -3.498688e+00 ...  2.647517e+00
   3.317825e+00  1.059496e+01]]"
63,"[[ 0.000000e+00  0.000000e+00  1.096355e+01 ...  1.325474e+00
  -4.990529e-01 -1.288641e+01]
 [ 1.000000e+00  1.000000e-02  1.142105e+01 ... -4.404640e-02
   6.797631e-01 -9.329758e+00]
 [ 2.000000e+00  2.000000e-02  1.099179e+01 ... -2.487507e+00
   8.622694e-02 -8.326973e+00]
 ...
 [ 9.300000e+01  9.300000e-01  4.259849e+00 ...  9.103155e+00
   3.944121e+00  9.383163e-01]
 [ 9.400000e+01  9.400000e-01  2.988256e+00 ...  7.819223e+00
   1.612206e-01  2.376030e+00]
 [ 9.500000e+01  9.500000e-01  1.361317e+00 ...  7.275546e+00
  -4.484840e+00  4.629456e+00]]"
64,"[[ 0.000000e+00  0.000000e+00  1.229959e+00 ... -5.546288e+00
  -1.452635e+01  2.605835e+00]
 [ 1.000000e+00  1.000000e-02  2.044415e+00 ... -3.175980e+00
  -1.051700e+01  1.053047e+00]
 [ 2.000000e+00  2.000000e-02  2.837670e+00 ... -2.169609e+00
  -7.457415e+00 -7.082138e-01]
 ...
 [ 9.300000e+01  9.300000e-01 -6.379600e+00 ...  2.845573e-02
  -1.033286e+01  4.800797e-01]
 [ 9.400000e+01  9.400000e-01 -6.848778e+00 ...  2.895669e+00
  -7.375693e+00  7.098694e-01]
 [ 9.500000e+01  9.500000e-01 -6.350040e+00 ... -6.945562e-01
  -8.277612e+00  2.643547e+00]]"
65,"[[ 0.000000e+00  0.000000e+00  1.909701e+00 ... -6.889250e+00
   3.125949e+00  1.146759e+00]
 [ 1.000000e+00  1.000000e-02  1.200442e+00 ... -6.391453e+00
  -1.023151e+00  2.228638e+00]
 [ 2.000000e+00  2.000000e-02  1.389803e+00 ... -4.973965e+00
  -5.655885e+00  1.650490e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.901303e+00 ... -5.272805e+00
  -1.936600e+00 -3.326950e-01]
 [ 9.400000e+01  9.400000e-01  1.393196e+00 ... -4.439962e+00
  -1.146430e+00 -5.533676e-01]
 [ 9.500000e+01  9.500000e-01  2.047106e+00 ... -5.163811e+00
   2.390039e-02 -9.050369e-01]]"
66,"[[ 0.000000e+00  0.000000e+00  6.114197e-02 ...  9.542353e+00
   1.496133e+00  6.973061e+00]
 [ 1.000000e+00  1.000000e-02  1.434803e-02 ...  8.144482e+00
  -9.750476e-01  6.810226e+00]
 [ 2.000000e+00  2.000000e-02 -1.612693e+00 ...  5.929417e+00
  -4.596003e+00  5.942596e+00]
 ...
 [ 9.300000e+01  9.300000e-01  6.326685e-01 ... -1.456420e+00
   1.860747e-01 -2.756859e+00]
 [ 9.400000e+01  9.400000e-01 -2.017564e+00 ... -1.918006e+00
   2.130743e+00 -2.715126e+00]
 [ 9.500000e+01  9.500000e-01 -1.600344e+00 ... -2.926370e+00
   4.790537e+00 -2.842857e+00]]"
67,"[[ 0.000000e+00  0.000000e+00  8.042336e-03 ...  5.180198e+00
   8.256616e+00  4.233627e-01]
 [ 1.000000e+00  1.000000e-02  9.038095e-01 ...  4.720029e+00
   1.966470e+00  4.903717e-01]
 [ 2.000000e+00  2.000000e-02  1.717608e+00 ...  2.340086e+00
  -3.909811e-02  1.491043e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -7.512399e+00 ... -4.968163e+00
  -1.684399e+00 -6.788712e-01]
 [ 9.400000e+01  9.400000e-01 -7.452476e+00 ... -2.362866e+00
  -1.833879e+00 -2.333664e+00]
 [ 9.500000e+01  9.500000e-01 -6.464119e+00 ... -3.511625e+00
  -2.863314e+00 -2.475288e+00]]"
68,"[[ 0.000000e+00  0.000000e+00  7.679981e+00 ...  1.429418e+01
   1.186414e+01 -2.319826e+01]
 [ 1.000000e+00  1.000000e-02  8.246807e+00 ...  1.081203e+01
   1.090654e+01 -2.117167e+01]
 [ 2.000000e+00  2.000000e-02  9.974124e+00 ...  1.378939e+01
   9.982992e+00 -1.843122e+01]
 ...
 [ 9.300000e+01  9.300000e-01  6.285839e-01 ... -2.626816e+00
  -1.017493e+01  5.998497e+00]
 [ 9.400000e+01  9.400000e-01  7.879901e-01 ... -1.098561e-02
  -9.894348e+00  5.827927e+00]
 [ 9.500000e+01  9.500000e-01  7.190394e-01 ... -9.978510e-01
  -9.060240e+00  5.473190e+00]]"
69,"[[ 0.000000e+00  0.000000e+00  1.519331e+00 ... -3.371905e+00
   2.591561e-01  3.878372e+00]
 [ 1.000000e+00  1.000000e-02  3.177550e-01 ... -1.422562e+00
   2.036977e+00  2.698891e+00]
 [ 2.000000e+00  2.000000e-02  1.069214e-01 ... -1.220717e+00
   7.899736e-01  2.338585e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -1.137709e+01 ...  4.097457e+00
  -6.806065e+00 -2.012667e+01]
 [ 9.400000e+01  9.400000e-01 -1.193304e+01 ...  3.904173e+00
  -5.498178e+00 -2.069477e+01]
 [ 9.500000e+01  9.500000e-01 -1.316889e+01 ...  2.965137e+00
  -5.795729e+00 -2.071735e+01]]"
70,"[[ 0.000000e+00  0.000000e+00  2.371377e+00 ... -6.123961e+00
   1.247295e+00  2.616997e+00]
 [ 1.000000e+00  1.000000e-02  2.775171e+00 ... -4.431645e+00
   1.288451e+00  1.973892e+00]
 [ 2.000000e+00  2.000000e-02  3.435263e+00 ... -2.535367e+00
   2.723277e+00  1.876282e+00]
 ...
 [ 9.300000e+01  9.300000e-01 -2.057471e-01 ...  3.753371e+00
   2.622354e+00  1.122012e+01]
 [ 9.400000e+01  9.400000e-01  3.306751e-01 ...  3.530357e+00
   4.631598e+00  1.146289e+01]
 [ 9.500000e+01  9.500000e-01 -5.134850e-01 ... -3.396325e-01
   3.858945e+00  1.109221e+01]]"
71,"[[ 0.000000e+00  0.000000e+00  5.282822e+00 ...  1.256092e+00
   9.212523e+00 -9.589928e+00]
 [ 1.000000e+00  1.000000e-02  4.775222e+00 ...  1.682280e+00
   1.004886e+01 -1.070235e+01]
 [ 2.000000e+00  2.000000e-02  5.119949e+00 ... -2.458809e+00
   8.461691e+00 -1.240261e+01]
 ...
 [ 9.300000e+01  9.300000e-01 -1.316292e+00 ... -2.740535e+00
  -7.627286e+00  6.546692e+00]
 [ 9.400000e+01  9.400000e-01 -9.343195e-01 ... -4.775427e+00
  -6.683148e+00  7.037651e+00]
 [ 9.500000e+01  9.500000e-01 -1.436103e+00 ... -3.425673e+00
  -6.856057e+00  7.837776e+00]]"
72,"[[ 0.000000e+00  0.000000e+00 -7.378073e+00 ...  7.990839e+00
  -2.948020e-01  4.511032e+00]
 [ 1.000000e+00  1.000000e-02 -9.919004e+00 ...  9.248222e+00
  -4.434445e-01  4.483711e+00]
 [ 2.000000e+00  2.000000e-02 -1.248161e+01 ...  1.131721e+01
   1.353962e+00  4.652779e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.283316e+01 ... -1.276118e+01
  -7.922035e+00  2.499146e+00]
 [ 9.400000e+01  9.400000e-01  1.031212e+01 ... -1.357850e+01
  -4.226375e+00  4.400017e+00]
 [ 9.500000e+01  9.500000e-01  8.730193e+00 ... -1.116525e+01
  -2.374460e+00  6.275833e+00]]"
73,"[[ 0.000000e+00  0.000000e+00 -4.732141e+00 ... -2.727146e+00
  -1.029687e+00 -3.248665e+00]
 [ 1.000000e+00  1.000000e-02 -4.095463e+00 ... -2.042828e-01
   3.851991e+00 -1.951973e+00]
 [ 2.000000e+00  2.000000e-02 -2.569750e+00 ... -1.035909e+00
   6.126208e+00 -3.393707e-01]
 ...
 [ 9.300000e+01  9.300000e-01  6.516037e-01 ... -3.378717e+00
   6.746191e+00  2.283020e-01]
 [ 9.400000e+01  9.400000e-01  8.530827e-01 ... -4.976632e+00
   8.733880e+00 -6.405640e-02]
 [ 9.500000e+01  9.500000e-01 -1.339474e-01 ... -2.909484e+00
   1.121130e+01 -2.825623e-01]]"
74,"[[ 0.000000e+00  0.000000e+00 -2.448341e+00 ... -1.148256e+00
   3.848355e+00 -1.591866e+01]
 [ 1.000000e+00  1.000000e-02 -3.155764e+00 ...  1.415955e+00
   5.780035e+00 -1.474389e+01]
 [ 2.000000e+00  2.000000e-02  5.600619e-01 ...  8.396758e+00
   1.084454e+01 -1.236971e+01]
 ...
 [ 9.300000e+01  9.300000e-01  2.372262e+00 ...  1.854944e+00
  -6.163980e+00  3.555061e+00]
 [ 9.400000e+01  9.400000e-01  2.059501e+00 ...  3.483968e-01
  -7.608299e+00  6.017128e+00]
 [ 9.500000e+01  9.500000e-01  1.736429e+00 ...  9.567165e-01
  -7.819703e+00  6.723373e+00]]"
75,"[[ 0.000000e+00  0.000000e+00  5.965569e+00 ... -6.850719e+00
   3.866073e+00  4.852448e+00]
 [ 1.000000e+00  1.000000e-02  5.236578e+00 ... -1.122577e+01
   2.581619e+00  3.627319e+00]
 [ 2.000000e+00  2.000000e-02  4.603258e+00 ... -1.383156e+01
   3.743132e+00  3.808105e+00]
 ...
 [ 9.300000e+01  9.300000e-01  1.453170e+00 ... -2.010470e+00
   1.714952e+00 -3.155518e-02]
 [ 9.400000e+01  9.400000e-01  3.350428e+00 ... -3.544167e+00
   8.065195e-01 -5.429306e-01]
 [ 9.500000e+01  9.500000e-01  5.568032e+00 ... -4.770903e+00
  -5.471532e-01 -6.937408e-01]]"
